Year,Country Name,Agricultural irrigated land (% of total agricultural land),Agricultural land (% of land area),Agricultural land (sq. km),"Agricultural machinery, tractors","Agricultural machinery, tractors per 100 sq. km of arable land",Agricultural raw materials exports (% of merchandise exports),Agricultural raw materials imports (% of merchandise imports),"Agriculture, forestry, and fishing, value added (% of GDP)","Agriculture, forestry, and fishing, value added (annual % growth)","Agriculture, forestry, and fishing, value added (constant 2015 US$)","Agriculture, forestry, and fishing, value added (current US$)","Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",Employment in agriculture (% of total employment) (modeled ILO estimate),Employment in industry (% of total employment) (modeled ILO estimate),Employment in services (% of total employment) (modeled ILO estimate),"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GDP (constant 2015 US$),GDP (current US$),"Industry (including construction), value added (% of GDP)","Industry (including construction), value added (annual % growth)","Industry (including construction), value added (constant 2015 US$)","Industry (including construction), value added (current US$)","Industry (including construction), value added per worker (constant 2015 US$)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force, total",Manufactures exports (% of merchandise exports),Manufactures imports (% of merchandise imports),"Manufacturing, value added (% of GDP)","Manufacturing, value added (annual % growth)","Manufacturing, value added (constant 2015 US$)","Manufacturing, value added (current US$)",Merchandise exports (current US$),Merchandise exports by the reporting economy (current US$),Merchandise imports (current US$),Merchandise imports by the reporting economy (current US$),"Official exchange rate (LCU per US$, period average)","Service exports (BoP, current US$)","Service imports (BoP, current US$)","Services, value added (% of GDP)","Services, value added (annual % growth)","Services, value added (constant 2015 US$)","Services, value added (current US$)","Services, value added per worker (constant 2015 US$)"
1998,Tanzania,,38.15759765184015,338000.0,12390.0,14.200573065902578,10.723902612754223,2.2370863196832755,26.549080332278074,1.906770031956583,6196868898.834178,3257691241.7035284,498.4590772969093,84.0506,2.71367,13.23577,83.728,16853966799.131243,12270448546.35836,20.074918343936147,10.291828016395371,2905055609.4415636,2463282526.1161404,7311.052546628708,86.489,15562876.0,19.698980634790843,67.8565245609335,10.983059909723783,7.99904671178237,1121045473.242996,1347670715.0383697,589000000.0,588421365.5,1453000000.0,1571354373.0,664.671208333333,554963108.6399,988081011.7333,47.63716621898994,4.1407358938468946,6319122582.066768,5845293969.844367,3164.0944268367275
1999,Tanzania,,38.27048995258524,339000.0,14345.0,16.488505747126435,13.134301573204901,2.1727133187590844,26.432298973663155,3.9712525811157207,6442962214.927488,3359865942.5578017,507.4363735903867,83.59936,2.75924,13.64135,83.771,17673720781.58266,12711213451.034033,19.786928256425004,7.4662107981434644,3121953185.045762,2515158686.077149,7489.4548661701865,86.466,16008096.0,15.398049982890821,72.5066210591832,10.225068486539584,6.061964306047145,1189002849.6855438,1299730280.8384616,543000000.0,621527384.9,1556000000.0,1660358161.0,744.759075,600300745.58,795000987.3998,48.73827192103,4.551238571462449,6606720926.399784,6195225776.227508,3146.887778146976
2000,Tanzania,,38.383382253330325,340000.0,16300.0,18.953488372093023,11.080982553524722,2.6844604916339976,26.208258866011548,3.8362601446346503,6690131006.512622,3505610508.634029,515.6776113108541,83.08018,2.8364,14.08345,83.792,18472711635.08861,13375976353.699392,19.204921734801207,4.39210421569625,3259072622.4982204,2568845789.9934845,7366.768490709286,86.447,16486056.0,16.229755059959167,67.29818330638652,9.858122607041015,4.848183993569279,1246647895.5270808,1318620148.8365002,734000000.0,733806399.0,1524000000.0,1520295642.0,800.408516666667,627401162.7105,682401264.6375,49.08212770120577,5.162743348767961,6947808971.59915,6565213795.205823,3134.3034199554127
2001,Tanzania,,38.49627455407541,341000.0,18255.0,21.400937866354045,9.633748572897895,2.2465777366689146,25.80028911491906,5.2042145679336755,7038299778.9674,3504103481.959449,532.332842818885,82.29013,2.956365,14.75354,83.855,19594154544.13824,13581644245.735195,19.373851856328468,7.384607569757719,3499742346.0831256,2631287635.8222966,7358.798710153367,86.44,16955479.0,12.073576658683823,68.56180702770362,9.46563659288651,5.008537153787131,1309086718.55146,1285589087.6399755,851000000.0,773964394.0,1712000000.0,1779787901.0,876.411666666667,915397038.68,649345213.879308,49.099461830648835,6.312683306826287,7386402148.739468,6668514232.409266,3116.7609675039707
2002,Tanzania,,38.6091668548205,342000.0,21207.0,24.659302325581393,7.769324800833548,2.5055542663733728,25.163082250425784,4.766061144665599,7373749449.97785,3558571919.1361566,552.6966304991689,80.62724,3.328009,16.04475,84.21,20984006131.329514,14142035080.284897,21.487139590996765,10.643055232404876,3872221856.968615,3038718818.708547,7046.2107845458595,86.842,17496682.0,10.476782051664877,70.76071463944182,9.366992546364989,7.438515434300058,1406463336.1592824,1324683371.874608,980000000.0,900453345.0,1660000000.0,1751008145.0,966.582784259259,920134015.307184,632535535.664147,47.60906029260711,7.609655669415957,7948481918.616882,6732890007.974484,2986.287538516156
2003,Tanzania,,38.688191465342065,342700.0,,,7.912219281734455,1.8799004283272989,24.910725400784784,3.007336186933756,7595502885.520864,3792473029.5766926,565.2869741389926,78.89696,3.759803,17.34326,84.527,22384224758.195053,15224257698.482018,23.237160051603773,12.32751264637561,4349570496.082142,3537685128.064875,6781.5942566439435,87.234,18051900.0,9.534372214067266,64.6902864369144,9.375857236292088,8.96013978538079,1532484417.1092844,1427404667.0948815,1216000000.0,1133039224.0,2125000000.0,2177357010.0,1038.41900659604,947758670.184778,725696366.474627,45.99272775395811,7.260844655857255,8525608843.226557,7002051395.823843,2860.9204849067796
2004,Tanzania,,39.238089862271394,347571.0,,,9.0187766212515,1.653157723936322,25.696976332359277,4.595176979470452,7944529685.591332,4285214517.3366346,588.4796917927437,76.8834,4.25816,18.85843,84.855,24063895497.23465,16675948414.757336,23.097556113836344,12.05048537346336,4873714852.520998,3851736542.612978,6504.174222710431,87.616,18621845.0,10.0563224442326,65.84781536571558,9.190216556710498,9.37979353411258,1676228291.3765838,1532555772.2015305,1479000000.0,1470521346.0,2726000000.0,2571541940.0,1089.33477148982,1133631054.42316,974716456.495756,45.08048909515953,7.698072010666905,9181916351.32592,7517599106.629109,2748.8436879616825
2005,Tanzania,,39.86701286972229,353142.0,,,10.190968257734694,1.1193844913513278,24.648841084025353,5.15331708984219,8353936491.586496,4535151615.745187,617.5112742564833,74.51484,4.835609,20.6496,85.158,25862989150.476788,18399046025.26879,22.939515584117455,10.768875076758704,5398559116.586419,4220652030.2954774,6146.584741383386,87.988,19204746.0,9.006869102214521,66.04763232207894,9.02650307425013,9.57802131828538,1836777794.467764,1660790455.1035836,1679000000.0,1674396618.0,3287000000.0,3265354057.0,1128.93417916192,1269160584.39526,1207324410.02465,45.07896662509289,7.753228343343423,9893811292.339005,8294099817.066399,2644.0905953601305
2006,Tanzania,,40.49593587717318,358713.0,,,6.9760655066940345,0.8001342481444361,23.669310728067362,3.4398195974367525,8641296836.181509,4414229465.372633,640.5411073892817,72.17854,5.49407,22.32739,85.434,27552416859.93564,18649590248.262638,22.84522243798574,9.55456325622555,5914367862.3054,4260540375.9884973,5763.960142269359,88.35,19802584.0,11.884518383377552,61.91031355297696,8.821439254384412,8.397473655736533,1991020725.872613,1645162274.942088,1865000000.0,1870801633.0,4246000000.0,4552290431.0,1251.89997292515,1528064026.42089,1249340899.82594,45.552144350731396,7.4304008761984335,10628961133.294382,8495288270.708523,2546.754366444929
2007,Tanzania,,41.11356965454956,364184.0,,,6.782368064726716,0.7659423990944136,23.24548823651556,3.7359970278060644,8964135429.14515,5077634969.92656,650.7498773150037,71.37713,5.551293,23.07156,85.209,29417311894.048885,21843529024.915356,23.197190074531576,9.40837993679638,6470814061.650874,5067084946.895089,6061.9412717577225,87.865,20225225.0,16.599872339819036,55.40433034277591,8.817414345234186,8.62563771851947,2162758960.5870214,1926034461.7482796,2139000000.0,2144836723.9999998,5337000000.0,5951155549.0,1245.03546404783,1875737680.74526,1413683032.76148,45.53642941194293,7.735773579715584,11451193500.442007,9946763175.507847,2627.558976508367
2008,Tanzania,,41.74125084669226,369744.0,,,7.078752561342645,0.7675735753194063,24.765493876603546,7.222585698063995,9611577792.605675,6924810411.208392,683.557477026364,71.18301,5.614937,23.20208,84.944,31090102877.281498,27961527622.715405,23.73753919361283,6.099369665383875,6865492931.630602,6637378578.574947,6186.085363846676,87.364,20635599.0,23.477440592461587,60.12358720500891,8.744588960567668,11.359228504492691,2408431692.921492,2445120657.70205,3121000000.0,3128677005.0,7703000000.0,8130369548.0,1196.31070921046,1998763542.51484,1661851477.23848,43.71917849704055,4.436190632803601,11959190273.85283,12224550171.874247,2633.127396142111
2009,Tanzania,,41.980921201174084,371867.0,,,7.12359372819702,0.8770103428676658,26.035190359850663,4.213008023668181,10016514336.20926,7571508800.532844,699.6363847931719,70.72587,5.680449,23.59372,84.673,32728273119.571606,29081826158.67869,21.676908638581548,3.389410534918838,7098192672.329397,6304040886.84789,6145.45135506783,86.844,21001337.0,17.87767908695635,66.46641497076608,8.666675269208145,4.4603789680218995,2515856873.611736,2520427435.5283117,2982000000.0,2979840916.0,6411000000.0,6569099285.0,1320.31206074041,1854644152.77232,1721950878.92109,44.551474294713515,5.5361648389501426,12621270760.817017,12956382305.517006,2672.236475610846
2010,Tanzania,,42.22059155565591,373990.0,,,5.593323029108835,0.8584457872652379,25.582406887101765,3.2009634640916005,10337139300.486816,8190015069.449171,714.5703519313793,70.25407,5.786643,23.95927,83.726,34802107813.20125,32014247547.514553,23.55617365679896,9.171113331136468,7749175966.771151,7541331747.2100315,6489.854803199023,86.307,21393289.0,18.141023230122336,60.46826659896575,8.665829301762038,8.935826890302721,2740669488.6454625,2774300044.711151,4051000000.0,4055606605.0,7874000000.0,8060476741.0,1395.625,2045742500.70222,1888875057.55356,43.31622824794399,7.840107020361302,13610791895.794641,13867364539.543215,2781.503391947454
2011,Tanzania,,42.46026191013773,376113.0,,,3.5646522704727692,0.7523642975944064,24.976864446458833,2.4848617424601684,10594002920.229427,8656267308.590359,726.2238739009434,69.64146,5.922069,24.43646,82.775,37472179619.28419,34657141720.675934,26.382084087928785,11.836670335421843,8666420379.66959,9143276271.221375,7001.598044438133,85.751,21865045.0,16.016711356386995,56.321089438008784,9.548698459616043,6.678727819987287,2923711344.23753,3309305957.6291327,4735000000.0,4751528561.0,10799000000.0,11249243170.0,1557.43333333333,2300335000.0,2208090000.0,41.40503758537042,8.22263144733688,14729957150.449831,14349802555.460964,2897.9819073824574
2012,Tanzania,,42.33189659065252,374975.94,,,5.703046504730686,0.8105383419717505,26.55092652078611,3.3665293427434335,10950653137.110048,10527581132.842098,737.0466722873236,69.36733,6.015816,24.61684,82.403,39158485244.36402,39650522645.9811,25.399498721166296,4.225194509466434,9032593497.71867,10071033992.401722,6998.487583473547,85.176,22376520.0,16.777890212288327,55.23237183777431,9.438233264016047,4.203477787310234,3046608901.1576242,3742308817.729204,5075000000.0,5569056128.0,11346000000.0,11783902522.0,1571.69833333333,2786413951.30739,2358883737.84806,40.61147664819774,6.445012147837943,15679304678.167645,16102662745.26097,2963.2606860089472
2013,Tanzania,,42.93960261910137,380359.0,,,4.628456883825773,0.6924499459165214,26.790867917237637,2.7567334747510728,11252533457.844637,12238211156.44286,745.3931964240533,68.70484,6.125011,25.17012,82.105,41814051441.12971,45680532613.759094,25.446745032469565,10.477668006539403,9978998656.789898,11624208663.69738,7407.217972501659,84.583,22926545.0,18.495789842643894,51.68462824300747,9.110895166321747,3.7172559217731447,3159859150.949174,4161905437.857006,4559000000.0,4432546119.0,12091000000.0,12605109081.0,1597.55583333333,3201655315.0624,2488479632.74864,40.265550738431784,5.0765644925599105,16475274692.139788,18393518037.179043,2976.001398146198
2014,Tanzania,,43.1792729735832,382482.0,,,2.8447311906157626,1.044070231133316,25.802577447557095,6.889824871502029,12027813306.697304,12892212688.089285,780.5213028003673,68.05038,6.254019,25.69563,82.19,44629166510.00549,49964825081.10785,25.14150347585249,5.963742314609192,10574120422.25916,12561908234.470346,7471.201782587008,83.97,23506979.0,14.562654525598603,60.33434346282054,9.120109000188277,9.968667671802422,3474855008.604335,4556846509.150446,4628000000.0,5728380733.0,11993000000.0,12759447322.0,1653.23083333333,3395964452.12878,2648272159.26736,41.295695490576904,9.311637778972411,18009392594.562557,20633322017.893692,3094.511925321062
2015,Tanzania,,43.418943328065026,384605.0,,,3.368701049481615,0.6886433246165395,26.745885729563014,5.354372445910542,12671827228.236668,12671827228.236668,803.3425664635272,67.5038,6.363496,26.1327,82.154,47378603783.64709,47378603783.64709,24.487350109585307,9.718483639665038,11601764585.534895,11601764585.534895,7890.600178462254,83.954,24329561.0,19.71990557698095,42.066503134322964,7.855564960986642,7.10826749941846,3721856997.8328714,3721856997.8328714,4834000000.0,5886836126.0,10789000000.0,14767579348.0,1991.39083333333,3412382776.33777,2629131862.01671,40.4311664337765,6.36517611121117,19155722149.765884,19155722149.765884,3124.185971748687
