Year,Country Name,Agricultural irrigated land (% of total agricultural land),Agricultural land (% of land area),Agricultural land (sq. km),"Agricultural machinery, tractors","Agricultural machinery, tractors per 100 sq. km of arable land",Agricultural raw materials exports (% of merchandise exports),Agricultural raw materials imports (% of merchandise imports),"Agriculture, forestry, and fishing, value added (% of GDP)","Agriculture, forestry, and fishing, value added (annual % growth)","Agriculture, forestry, and fishing, value added (constant 2015 US$)","Agriculture, forestry, and fishing, value added (current US$)","Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",Employment in agriculture (% of total employment) (modeled ILO estimate),Employment in industry (% of total employment) (modeled ILO estimate),Employment in services (% of total employment) (modeled ILO estimate),"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GDP (constant 2015 US$),GDP (current US$),"Industry (including construction), value added (% of GDP)","Industry (including construction), value added (annual % growth)","Industry (including construction), value added (constant 2015 US$)","Industry (including construction), value added (current US$)","Industry (including construction), value added per worker (constant 2015 US$)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force, total",Manufactures exports (% of merchandise exports),Manufactures imports (% of merchandise imports),"Manufacturing, value added (% of GDP)","Manufacturing, value added (annual % growth)","Manufacturing, value added (constant 2015 US$)","Manufacturing, value added (current US$)",Merchandise exports (current US$),Merchandise exports by the reporting economy (current US$),Merchandise imports (current US$),Merchandise imports by the reporting economy (current US$),"Official exchange rate (LCU per US$, period average)","Service exports (BoP, current US$)","Service imports (BoP, current US$)","Services, value added (% of GDP)","Services, value added (annual % growth)","Services, value added (constant 2015 US$)","Services, value added (current US$)","Services, value added per worker (constant 2015 US$)"
2021,Rwanda,,,,,,1.3106665950915608,0.8968127859690617,24.094640517804706,6.367969762523273,2665265224.6925874,2663730449.153062,,54.66548,18.67677,26.65773,48.351,11978550061.788502,11055281971.045393,20.3124819868675,13.399731664682449,2223763849.784394,2245602158.966006,,55.778,4588673.0,16.97191517829076,57.01341525119622,9.180745807274716,10.589616416446376,945070078.3533365,1014957336.0391475,1531000000.0,,2895000000.0,,988.624806551768,579024724.285779,666301388.942544,47.74656284270699,11.881731275787644,6037744006.850668,5278517153.743645,
2022,Rwanda,,,,,,0.7917179351697329,0.886817479945968,24.89459791773064,1.5534386783908616,2706668485.574663,3314167226.3095655,,,,,47.76,12955698812.24037,13312796765.23364,21.234773118231356,4.968583450363596,2334253412.3999496,2826942188.7886066,,54.902,4654245.0,10.380834195326397,50.035811086790574,9.906837018915835,10.997159725091791,1049000944.383903,1318877078.1911962,2111000000.0,,3569000000.0,,1030.30829974206,882885826.780644,877658584.964013,46.493828321589994,12.154234838176308,6771585592.371214,6189628872.829915,
1990,South Sudan,,,,,,,,,,,,,,,,,,,,,,,,71.332,1849671.0,,,,,,,,,,,,,,,,,,
1991,South Sudan,,,,,,,,,,,,,67.69382,14.25329,18.05295,62.771,,,,,,,,71.377,1886615.0,,,,,,,,,,,,,,,,,,
1992,South Sudan,,,,,,,,,,,,,67.43124,14.37964,18.18912,62.753,,,,,,,,71.38,1909874.0,,,,,,,,,,,,,,,,,,
1993,South Sudan,,,,,,,,,,,,,67.18874,14.46947,18.34173,62.704,,,,,,,,71.355,1918916.0,,,,,,,,,,,,,,,,,,
1994,South Sudan,,,,,,,,,,,,,67.06239,14.44038,18.49723,62.666,,,,,,,,71.344,1955369.0,,,,,,,,,,,,,,,,,,
1995,South Sudan,,,,,,,,,,,,,66.79197,14.53244,18.67559,62.742,,,,,,,,71.393,2007246.0,,,,,,,,,,,,,,,,,,
1996,South Sudan,,,,,,,,,,,,,66.53708,14.60923,18.85375,62.765,,,,,,,,71.424,2045222.0,,,,,,,,,,,,,,,,,,
1997,South Sudan,,,,,,,,,,,,,66.11079,14.83691,19.05235,62.817,,,,,,,,71.449,2093652.0,,,,,,,,,,,,,,,,,,
1998,South Sudan,,,,,,,,,,,,,65.93147,14.8244,19.24413,62.796,,,,,,,,71.477,2139400.0,,,,,,,,,,,,,,,,,,
1999,South Sudan,,,,,,,,,,,,,65.79757,14.77219,19.43024,62.804,,,,,,,,71.496,2206244.0,,,,,,,,,,,,,,,,,,
2000,South Sudan,,,,,,,,,,,,,65.44119,14.89335,19.66545,62.821,,,,,,,,71.49,2311321.0,,,,,,,,,,,,,,,,,,
2001,South Sudan,,,,,,,,,,,,,65.01627,15.0375,19.94618,62.835,,,,,,,,71.507,2420571.0,,,,,,,,,,,,,,,,,,
2002,South Sudan,,,,,,,,,,,,,64.60157,15.17117,20.22725,62.811,,,,,,,,71.485,2525960.0,,,,,,,,,,,,,,,,,,
2003,South Sudan,,,,,,,,,,,,,64.15379,15.33454,20.51167,62.767,,,,,,,,71.436,2636926.0,,,,,,,,,,,,,,,,,,
2004,South Sudan,,,,,,,,,,,,,63.78763,15.42534,20.78703,62.71,,,,,,,,71.38,2772927.0,,,,,,,,,,,,,,,,,,
2005,South Sudan,,,,,,,,,,,,,63.39999,15.54735,21.05262,62.675,,,,,,,,71.334,2934743.0,,,,,,,,,,,,,,,,,,
2006,South Sudan,,,,,,,,,,,,,62.96039,15.71531,21.3243,62.659,,,,,,,,71.308,3113825.0,,,,,,,,,,,,,,,,,,
2007,South Sudan,,,,,,,,,,,,,62.58179,15.82424,21.59394,62.632,,,,,,,,71.281,3307196.0,,,,,,,,,,,,,,,,,,
2008,South Sudan,,,,,,,,4.195442824413113,,794367366.4876343,611957920.9104385,397.99919997752306,62.33197,15.81468,21.85335,62.593,20185217785.810913,14586253383.063168,59.186840624476375,,11206452375.199425,8633142542.91589,19709.38997979586,71.25,3507313.0,,,1.838673419203015,,348134867.8396187,268193563.811983,,,,,,,,36.61771622328715,,6933208371.485174,5341152871.419691,11557.104338731046
2009,South Sudan,,,,,,,,5.220041609562879,39.32999924890987,1106792045.760806,638477097.5842065,531.341991825743,62.39708,15.29628,22.30663,62.506,21202884179.235943,12231264525.067104,59.27782774199376,12.154217126182274,12568508929.023375,7250427915.836869,21519.151456113894,71.2,3700771.0,,,2.6100208047814397,58.960014952274946,553395237.9719405,319238548.79210323,,,,,,,,35.50213064844337,8.570452131472365,7527415676.138545,4342359511.646029,11855.93625147942
2010,South Sudan,,,,,,,,5.293793482755051,-0.670003086615651,1099376504.8917923,773003557.6380755,509.00693186357233,62.06693,15.4763,22.45677,62.488,22367646895.014446,14602072410.950586,61.143699660991125,1.0291801802998037,12697861531.880095,8928247299.23207,20805.40213539424,71.12,3938537.0,,,2.3311237738620396,-12.519996549934007,484110173.2703545,340392381.448219,,,,,,,,33.56250685625382,-7.405036220403986,6970007818.860119,4900821554.080438,10394.906117228877
2011,South Sudan,,,,,,,,4.676936816818829,-14.639994511471471,938427844.915227,697205419.8728672,421.5889342150544,62.40212,15.12651,22.47139,62.415,21329717232.693787,14907308932.75343,61.225643244635705,-3.2520978468048867,12284914650.411556,9127095784.543325,19290.307342616994,71.09,4198651.0,,,2.063109892335613,-14.49000833413946,413962568.81706315,307554165.27266645,,,,,2.98895,,,34.097419938545464,-1.8416964007741257,6841641435.726497,5083007728.337236,9815.783094964796
2012,South Sudan,,45.096628582279685,284979.125,,,,,6.176132174281623,-24.310755435730556,710288946.5970894,736903491.5254236,310.9744865059175,63.0308,14.25564,22.71356,62.276,11500530835.431532,11931472169.491526,51.15029222429992,-52.11562073834661,5882555123.17349,6102982881.355932,9048.277533741997,71.044,4404445.0,,,2.7159715517680203,-24.546043093341112,312351138.284925,324055389.8305085,,139123772.0,,99117756.0,2.95,,,42.67357560141846,-28.267393558978227,4907687725.1955595,5091585796.610169,6695.3419676834155
2013,South Sudan,,45.04078774547814,284626.25,,,,,9.635809346303004,76.50148637432966,1253670548.2964313,1775539423.7288134,546.0337302053564,62.04099,14.60322,23.35578,62.44,13010519613.87634,18426469016.94915,22.224827845108212,-50.8450741456904,2891565609.13482,4095251016.9491525,4070.271678268343,70.984,4570977.0,,,4.017251079101692,67.33258769016004,522665242.3718351,740237525.4237288,,2320166427.0,,283805307.0,2.95,,,68.13936299255407,80.64077574557041,8865285177.963396,12555678610.16949,11751.250813879462
2014,South Sudan,,44.98494690867659,284273.375,,,,,7.596508444284556,-18.504045492991494,1021690779.7074238,1060640677.9661016,434.89031374459756,61.5751,14.84387,23.58104,62.303,13449448810.700138,13962212847.457626,46.69940073289194,117.21146289900045,6280811960.286137,6520269728.813559,8723.080023793296,70.911,4555121.0,,,2.6758356178104634,-31.144233015574983,359885161.39613104,373605864.40677965,,4085040401.0,,224614624.0,2.95,33272077.62,365405387.65729,45.7040840248141,-30.662722563819116,6146947379.353102,6381301491.525423,7911.667066201336
2015,South Sudan,,44.92910607187505,283920.5,,,,,10.355027447724515,21.599958277032428,1242375561.8445146,1242375561.8445146,512.9560658373255,61.98574,12.84128,25.17301,62.121,11997800760.224182,11997800760.224182,33.09453539932215,-36.78179756313475,3970616419.7325344,3970616419.7325344,5841.910515830225,70.825,4476942.0,,,3.5342770112352615,17.82522860276265,424035514.12241274,424035514.12241274,,2193011280.0,,534585980.99999994,3.60416666666667,90630000.0,1052820000.0,56.550451259454434,10.376908283068076,6784810471.11703,6784810471.11703,8289.976638230954
2016,South Sudan,,44.873265235073504,283567.625,,,,,,,,,,62.42402,13.23662,24.33936,62.043,,,,,,,,70.765,4349754.0,,,,,,,,1375827117.0,,400666815.0,46.7291666666667,177850000.0,617500000.0,,,,,
2017,South Sudan,,44.81742439827196,283214.75,,,,,,,,,,62.63988,12.95536,24.40476,62.034,,,,,,,,70.703,4067431.0,,,,,,,,1258943768.0,,690185205.0,113.6475,195492000.0,558600000.0,,,,,
2018,South Sudan,,44.70590097004415,282510.0,,,,,,,,,,62.64797,12.74064,24.61141,61.997,,,,,,,,70.635,3902701.0,,,,,,,,1590777944.0,,642768653.0,141.385833333333,148200000.0,1518620000.0,,,,,
2019,South Sudan,,44.70590097004415,282510.0,,,,,,,,,,62.32307,12.87587,24.80103,61.954,,,,,,,,70.562,3953250.0,,,,,,,1613000000.0,1613141797.0,796000000.0,823642824.0,157.999166666667,157470000.0,1878490000.0,,,,,
2020,South Sudan,,44.70590097004415,282510.0,,,,,,,,,,62.64622,12.77204,24.58174,60.285,,,,,,,,69.892,4040216.0,,,,,,,783000000.0,634887632.0,983000000.0,1018291398.0,165.907316666667,153570000.0,2327220000.0,,,,,
2021,South Sudan,,,,,,,,,,,,,62.12169,13.13221,24.74614,60.819,,,,,,,,70.299,4177392.0,,,,,,,812000000.0,,1080000000.0,,306.354619937276,410610000.0,2152920000.0,,,,,
2022,South Sudan,,,,,,,,,,,,,,,,61.726,,,,,,,,70.929,4345169.0,,,,,,,873000000.0,,1255000000.0,,,,,,,,,
1960,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155000000.0,154200000.0,111000000.0,82700000.0,7.14286000614286,,,,,,,
1961,Tanzania,,29.35199819372319,260000.0,16550.0,31.826923076923073,,,,,,,,,,,,,,,,,,,,,,,,,,,138000000.0,138200000.0,112000000.0,86200000.0,7.14286000614286,,,,,,,
1962,Tanzania,,29.35199819372319,260000.0,16600.0,32.87128712871287,,,,,,,,,,,,,,,,,,,,,,,,,,,146000000.0,147400000.0,113000000.0,84000000.0,7.14286000614286,,,,,,,
1963,Tanzania,,30.480921201174084,270000.0,16650.0,27.295081967213115,,,,,,,,,,,,,,,,,,,,,,,,,,,179000000.0,179500000.0,113000000.0,84500000.0,7.14286000614286,,,,,,,
1964,Tanzania,,30.480921201174084,270000.0,16700.0,27.833333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,225000000.0,197600000.0,177000000.0,122300000.0,7.14286000614286,,,,,,,
1965,Tanzania,,30.480921201174084,270000.0,16750.0,27.916666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,207000000.0,177000000.0,197000000.0,139400000.0,7.14286000614286,,,,,,,
1966,Tanzania,,30.480921201174084,270000.0,16800.0,28.000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,265000000.0,235400000.0,237000000.0,179700000.0,7.14286000614286,,,,,,,
1967,Tanzania,,30.480921201174084,270000.0,16850.0,28.083333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,252000000.0,219700000.0,229000000.0,181904000.0,7.14286000614286,,,,,,,
1968,Tanzania,,30.480921201174084,270000.0,16900.0,28.166666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,241000000.0,240208000.0,257000000.0,255381000.0,7.14286000614286,,,,,,,
1969,Tanzania,,30.480921201174084,270000.0,16950.0,28.249999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,246000000.0,245578000.0,239000000.0,237154000.0,7.14286000614286,,,,,,,
1970,Tanzania,,31.60984420862497,280000.0,17000.0,24.285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,252000000.0,260492000.00000003,318000000.0,318383000.0,7.14286000614286,,,,,,,
1971,Tanzania,,32.738767216075864,290000.0,16898.0,24.14,,,,,,,,,,,,,,,,,,,,,,,,,,,268000000.0,280807000.0,382000000.0,381763000.0,7.14286000554762,,,,,,,
1972,Tanzania,,32.738767216075864,290000.0,15800.0,22.57142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,324000000.0,319638000.0,404000000.0,402909000.0,7.142899999,,,,,,,
1973,Tanzania,,32.738767216075864,290000.0,15100.0,21.571428571428573,,,,,,,,,,,,,,,,,,,,,,,,,,,368000000.0,340761000.0,497000000.0,488486000.0,7.02144666566667,,,,,,,
1974,Tanzania,,32.738767216075864,290000.0,14300.0,20.42857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,403000000.0,420110000.0,753000000.0,812828000.0,7.13498333233333,,,,,,,
1975,Tanzania,,32.738767216075864,290000.0,13600.0,19.428571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,372000000.0,391810000.0,778000000.0,842523000.0,7.36679166566667,,,,,,,
1976,Tanzania,,32.738767216075864,290000.0,12700.0,18.142857142857142,24.178041919809562,1.47698174405527,,,,,,,,,,,,,,,,,,,10.488901644777988,66.18556404519343,,,,,440000000.0,492756000.0,638000000.0,656066000.0,8.37677499941667,135374293.8158,140985044.9705,,,,,
1977,Tanzania,,32.738767216075864,290000.0,11800.0,16.857142857142858,20.174672164488697,1.3004477087190498,,,,,,,,,,,,,,,,,,,7.557253360488985,72.18060701120629,,,,,507000000.0,500859000.0,744000000.0,729608000.0,8.2892083325,106765322.3929,163948105.2337,,,,,
1978,Tanzania,,33.86769022352675,300000.0,11200.0,14.000000000000002,19.576654140330422,1.357122303264693,,,,,,,,,,,,,,,,,,,12.325246896475564,78.27630477726944,,,,,476000000.0,453844000.0,1145000000.0,1118273000.0,7.712049999,130185877.9611,245330359.6638,,,,,
1979,Tanzania,,33.86769022352675,300000.0,10400.0,13.0,17.77293197632674,1.209270578092413,,,,,,,,,,,,,,,,,,,17.19212220509515,78.39803109870928,,,,,497000000.0,539104000.0,1105000000.0,1079547000.0,8.216624999,139960141.8027,237567127.6513,,,,,
1980,Tanzania,,33.86769022352675,300000.0,10000.0,12.5,17.507122438416886,0.8370424801992747,,,,,,,,,,,,,,,,,,,14.148472323295108,62.95954971385539,,,,,511000000.0,510789000.0,1252000000.0,1226595000.0,8.19659166583333,165068610.8521,295000665.9572,,,,,
1981,Tanzania,,34.996613230977644,310000.0,9500.0,11.875,21.10581088155729,0.9538609764376849,,,,,,,,,,,,,,,,,,,10.644324960538219,60.49396517769513,,,,,580000000.0,568056000.0,1213000000.0,1175763000.0,8.28350833258333,184825069.1048,252067109.2691,,,,,
1982,Tanzania,,34.996613230977644,310000.0,9300.0,11.625,,,,,,,,,,,,,,,,,,,,,,,,,,,450000000.0,446392000.0,1166000000.0,1131014000.0,9.28259166583333,114515432.5717,193049534.4953,,,,,
1983,Tanzania,,34.996613230977644,310000.0,8700.0,10.875,,,,,,,,,,,,,,,,,,,,,,,,,,,364000000.0,371326000.0,832000000.0,796614000.0,11.1427833323333,106346858.2901,161539531.5798,,,,,
1984,Tanzania,,34.996613230977644,310000.0,8500.0,10.625,,,,,,,,,,,,,,,,,,,,,,,,,,,298000000.0,376688000.0,665000000.0,847260000.0,15.2922499995,105805228.1419,174794422.0169,,,,,
1985,Tanzania,,36.12553623842854,320000.0,8000.0,8.88888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,247000000.0,283761000.0,1324000000.0,1028041999.9999999,17.4723333330833,105595512.9077,208729992.181,,,,,
1986,Tanzania,,36.12553623842854,320000.0,7500.0,8.333333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,361000000.0,344777000.0,937000000.0,779839000.0,32.6980166664167,100740055.0806,218973525.9189,,,,,
1987,Tanzania,,36.12553623842854,320000.0,7262.0,8.068888888888889,22.825343954869755,4.071605795456513,,,,,,,,,,,,,,,,,,,7.755462807395966,34.04675774720001,,,,,289000000.0,290040000.0,929000000.0,811846000.0,64.26035,105337116.9003,224384087.5438,,,,,
1988,Tanzania,,36.12553623842854,320000.0,7295.0,8.105555555555556,,,,,,,,,,,,12367847379.061754,5100405344.399225,,,,,,,,,,,,,,275000000.0,275072000.0,823000000.0,822876000.0,99.2921083333333,117391001.1143,263444904.5254,,,,,
1989,Tanzania,,36.12553623842854,320000.0,7330.0,8.144444444444444,,,,,,,,,,,,12833427994.565655,4420167588.576254,,,,,,,,,,,,,,365000000.0,256278000.00000003,990000000.0,780995000.0,143.376916666667,117264343.4583,272484587.5353,,,,,
1990,Tanzania,,35.21109731316324,311899.9,7365.0,8.183333333333334,,,42.0469415295422,,4891471517.5911255,1790671136.609969,,,,,,13737552190.9142,4258742898.937947,16.14868549512275,,2410089831.838082,687730996.7953622,,86.598,12170574.0,,,8.483519182176808,,945414691.8494126,361291270.75099343,331000000.0,415347564.90000004,1027000000.0,1021542968.0,195.055916666667,130618954.992,287738003.3332,33.294971788615044,,5239703594.593289,1417947246.751036,
1991,Tanzania,,35.63105667193497,315619.9,7400.0,8.219482394757303,,,43.85518189258133,3.569948808179845,5066094546.7358265,2173720639.920541,500.88398528812917,84.48772,2.685702,12.8266,83.482,14022192652.916578,4956587901.618654,15.3880286079098,0.16918832931442296,2414167422.5595455,762721164.2772745,7626.317845358966,86.6,12541597.0,,,8.167375972706676,1.8634120769222164,963031663.3943316,404823169.342888,342000000.0,412972087.8,1533000000.0,1231403420.0,219.157416666667,142308667.7802,300099357.8056,31.85663272492274,2.9602202881710724,5394810363.440469,1579002003.5066094,3561.64250122516
1992,Tanzania,,36.051016030706705,319339.9,7435.0,8.448863636363637,,,44.7048569288652,1.2366904104420087,5128746452.1792345,2057055331.3270826,489.82488856001424,84.57672,2.682494,12.74071,83.494,14104127428.271366,4601413521.131024,15.090248912676895,0.04355654265388864,2415218950.422689,694364753.840242,7396.208620609477,86.594,12917095.0,,,7.634913474046594,-4.048549560735125,924042849.2162402,351313940.92143434,416000000.0,474261972.5,1510000000.0,1551974552.0,297.708083333333,169901332.3175,341320930.4305,33.34603519437497,3.4460112834351833,5580716137.284557,1534388972.19508,3549.776172565652
1993,Tanzania,,36.47097538947844,323059.9,7470.0,8.393258426966293,,,44.82485442204625,3.105803054444806,5288035216.145747,1908508732.8363538,487.9399644160331,84.61955,2.677108,12.70336,83.54,14274195110.818386,4257702021.443019,14.509114848951283,-3.8574289643938044,2322053595.0755563,617754876.217288,6893.845698790861,86.581,13373576.0,,,6.982120338260112,0.6262608745729779,929829768.0451709,297277878.78168494,450000000.0,470683838.6,1497000000.0,1463365973.0,405.274016666667,317905897.4954,716986503.0825,33.840673274854886,-1.3045096365188016,5507915157.48692,1440835030.093424,3373.045065979647
1994,Tanzania,,36.89093474825017,326779.9,7500.0,8.426966292134832,,,41.584963375436686,2.1057232664886385,5399386604.032241,1875834151.5317335,481.70376110895535,84.6348,2.671485,12.69377,83.573,14497966209.92149,4510847189.154307,13.994285010833599,1.6166525788050308,2359593134.4015803,631260812.0534298,6794.9739026860925,86.561,13927383.0,,,6.848808565262801,-0.1919349301402633,928045099.92945,308939288.65671647,519000000.0,542695743.6,1504000000.0,1534545060.0,509.630875,418247815.1465,503305456.1304,36.8717285514995,0.31651957143236586,5525348786.938256,1663227330.9579213,3256.879296758873
1995,Tanzania,,37.3108941070219,330499.9,7525.0,8.45505617977528,,1.2093351818086995,43.65035590134084,5.835109307074646,5714446714.289068,2293922689.0377126,494.0489971738963,84.61526,2.672522,12.71219,83.628,15015530826.332333,5255221043.838611,13.424631683496111,-1.920210735661115,2314283973.716879,705494069.2889131,6450.801981982145,86.531,14418307.0,,84.42537468112924,6.638801522926668,1.626016263022052,943135264.1824822,348883694.69152045,682000000.0,697083249.4,1675000000.0,1879162200.0,574.761741666667,582606627.6245,799364269.9107,35.513689786459196,2.7773355641883484,5678806263.843342,1866322899.101567,3212.3965493572646
1996,Tanzania,,37.730853465793636,334219.9,8480.0,9.422222222222222,,3.4236400709933688,44.013603203276745,3.869343347606474,5935558278.080929,2859209853.2699575,500.2316548897743,84.46139,2.677251,12.86134,83.688,15697891624.329393,6496195823.969926,13.0289714362458,6.68369690512931,2468963700.0440974,846387498.3476342,6670.334470259169,86.527,14764677.0,,72.32321823716813,6.750269797395825,4.818735367046685,988582456.7167327,438510744.6851307,784000000.0,763463132.9,1388000000.0,1787256414.0,579.976666666667,608095153.2534,953372836.8383,34.594555427506116,3.619180386059,5884332506.30665,2247330065.0026135,3198.9709916417432
